Experiment,experiment_1
13.8000,1095.126057
13.8100,984.589304
13.8200,869.116725
13.8300,753.610439
13.8400,642.252676
13.8500,538.305986
13.8600,444.037220
13.8700,360.750041
13.8800,288.899161
13.8900,228.254703
13.9000,178.086331
13.9100,137.342272
13.9200,104.805950
13.9300,79.220780
13.9400,59.380443
13.9500,44.186846
13.9600,32.680926
13.9700,24.052736
13.9800,17.637165
13.9900,12.900870
14.0000,9.424778
14.0100,6.885306
14.0200,5.036322
14.0300,3.692987
14.0400,2.717990
14.0500,2.010246
14.0600,1.495887
14.0700,1.121252
14.0800,0.847532
14.0900,0.646752
14.1000,0.498783
14.1100,0.389155
14.1200,0.307465
14.1300,0.246227
14.1400,0.200043
14.1500,0.165011
14.1600,0.138305
14.1700,0.117868
14.1800,0.102203
14.1900,0.090217
14.2000,0.081111
14.2100,0.074305
14.2200,0.069384
14.2300,0.066057
14.2400,0.064133
14.2500,0.063504
14.2600,0.064133
14.2700,0.066057
14.2800,0.069384
14.2900,0.074305
14.3000,0.081111
14.3100,0.090217
14.3200,0.102203
14.3300,0.117868
14.3400,0.138305
14.3500,0.165011
14.3600,0.200043
14.3700,0.246227
14.3800,0.307465
14.3900,0.389155
14.4000,0.498783
14.4100,0.646752
14.4200,0.847532
14.4300,1.121252
14.4400,1.495887
14.4500,2.010246
14.4600,2.717990
14.4700,3.692987
14.4800,5.036322
14.4900,6.885306
14.5000,9.424778
14.5100,12.900870
14.5200,17.637165
14.5300,24.052736
14.5400,32.680926
14.5500,44.186846
14.5600,59.380443
14.5700,79.220780
14.5800,104.805950
14.5900,137.342272
14.6000,178.086331
14.6100,228.254703
14.6200,288.899161
14.6300,360.750041
14.6400,444.037220
14.6500,538.305986
14.6600,642.252676
14.6700,753.610439
14.6800,869.116725
14.6900,984.589304
14.7000,1095.126057
14.7100,1195.426112
14.7200,1280.208748
14.7300,1344.685830
14.7400,1385.028252
14.7500,1398.761071
14.7600,1385.028252
14.7700,1344.685830
14.7800,1280.208748
14.7900,1195.426112
14.8000,1095.126057
14.8100,984.589304
14.8200,869.116725
14.8300,753.610439
14.8400,642.252676
14.8500,538.305986
14.8600,444.037220
14.8700,360.750041
14.8800,288.899161
14.8900,228.254703
14.9000,178.086331
14.9100,137.342272
14.9200,104.805950
14.9300,79.220780
14.9400,59.380443
14.9500,44.186846
14.9600,32.680926
14.9700,24.052736
14.9800,17.637165
14.9900,12.900870
15.0000,9.424778
15.0100,6.885306
15.0200,5.036322
15.0300,3.692987
15.0400,2.717990
15.0500,2.010246
15.0600,1.495887
15.0700,1.121252
15.0800,0.847532
15.0900,0.646752
15.1000,0.498783
15.1100,0.389155
15.1200,0.307465
15.1300,0.246227
15.1400,0.200043
15.1500,0.165011
15.1600,0.138305
15.1700,0.117868
15.1800,0.102203
15.1900,0.090217
15.2000,0.081111
15.2100,0.074305
15.2200,0.069384
